key,Region of 8,Forest,Pasture,Cropland,Other Not Arable,Grassland,Shrubland,Total Land Use Change,Land Use Gains,Land Use Losses,Land Use Percent Category,Land Use Category,Land Use Change Type,Emission Type,Maximum Emission Model,Minimum Emission Model,Emission Trajectory,Maximum Range between Models,Range Category,Basin Emission,Regional Emissions,Percent Emissions,Emission Category
14017,ROW,-5.72,-1.95,10.91,0,-3.23,0,10.91,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,No Change,NA,NA,Steady,0.06,Less than 1 Mt,0.01,18.81,0,Between -5% and  5%
14025,ROW,-0.95,-2.71,4.03,0.01,-0.38,0,4.04,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,SG17,SG20,PeakSteady,1.38,1 Mt - Less than 12 Mt,1.00,18.81,6.9,Between 5% and 15%
14030,ROW,-0.99,-2.36,3.74,0.18,-0.57,0,3.92,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Sequestration,SG17,SG20,Increase,0.55,Less than 1 Mt,-0.39,18.81,-3.5,Between -5% and  5%
14035,ROW,-1.38,-3.26,4.56,0.02,0.05,0,4.63,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Pasture Lost",Complex,HWSD,SG20,Increase,1.79,1 Mt - Less than 12 Mt,0.65,18.81,3.5,Between -5% and  5%
14039,ROW,-1.81,-3.08,6.03,0.01,-1.15,0,6.04,1,3,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,HWSD,Houghton,PeakSteady,10.55,1 Mt - Less than 12 Mt,10.98,18.81,67.6,Greater than 50%
14047,ROW,-0.99,-4.86,8.66,0.01,-2.21,-0.61,8.67,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,Houghton,Decrease,12.92,12 Mt - Less than 25 Mt,4.35,18.81,21.5,Between 15% and 50%
14049,ROW,-1.62,-2.21,5.06,0.02,-1.25,0,5.08,1,3,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,HWSD,SG20,PeakSteady,3.64,1 Mt - Less than 12 Mt,1.55,18.81,7.8,Between 5% and 15%
14053,ROW,-0.45,-5.2,10.85,0.02,-5.22,0,10.87,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",Complex,SG17,Houghton,Complex,7.30,1 Mt - Less than 12 Mt,-0.38,18.81,-9.6,Between -5% and -40%
14054,ROW,-2.51,-1.87,5.67,0.02,-1.3,-0.01,5.69,1,3,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,HWSD,SG20,PeakSteady,2.09,1 Mt - Less than 12 Mt,1.04,18.81,5.7,Between 5% and 15%
15054,ROW,-1.72,-1.99,5.65,0.08,-2.03,0,5.73,1,3,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,SG17,Houghton,PeakSteady,2.82,1 Mt - Less than 12 Mt,3.67,10.39,38.4,Between 15% and 50%
15055,ROW,-0.06,-0.48,4.82,0.07,-4.18,-0.17,4.89,1,1,2.5% to 7.5% Change,One to One,Cropland from Grassland,All Emissions,SG17,HWSD,Decrease,2.02,1 Mt - Less than 12 Mt,2.26,10.39,22.9,Between 15% and 50%
15070,ROW,0.79,-1.69,2.86,0.12,-1.72,-0.37,3.77,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",Complex,Houghton,HWSD,Complex,3.95,1 Mt - Less than 12 Mt,1.97,10.39,16.7,Between 15% and 50%
15072,ROW,0.09,-1.57,2.79,0.09,-1.14,-0.27,2.98,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",No Change,NA,NA,Steady,1.13,1 Mt - Less than 12 Mt,0.20,10.39,1.3,Between -5% and  5%
15075,ROW,-0.03,-1.36,3.12,0.11,-1.03,-0.81,3.23,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,Houghton,SG20,Decrease,3.69,1 Mt - Less than 12 Mt,1.71,10.39,16.2,Between 15% and 50%
15084,ROW,0.02,-1.48,1.71,0.07,-0.36,0.04,1.84,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,All Emissions,Houghton,HWSD,Decrease,1.21,1 Mt - Less than 12 Mt,0.57,10.39,4.6,Between -5% and  5%
15099,ROW,0,-0.02,-3.17,0,0,3.19,3.19,1,1,2.5% to 7.5% Change,One to One,"Shrubland Gained, Cropland Lost",No Change,NA,NA,Steady,0.01,Less than 1 Mt,-0.01,10.39,-0.1,Between -5% and  5%
16001,ROW,0,0,0,-0.15,0,0.15,0.15,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.14,Less than 1 Mt,0.01,6.84,0.1,Between -5% and  5%
16008,ROW,-2.05,-0.05,3.73,0.05,-1.66,-0.02,3.78,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,HWSD,Houghton,Decrease,15.13,12 Mt - Less than 25 Mt,5.41,6.84,66.1,Greater than 50%
16011,ROW,0.1,-0.12,0.98,-0.71,-0.24,0,1.08,0,0,Less than 2.5% Change,No Change,No Change,Complex,Houghton,HWSD,Complex,6.63,1 Mt - Less than 12 Mt,0.27,6.84,10,Between 5% and 15%
16012,ROW,-1.75,-0.04,3.68,0.01,-2.19,0.29,3.98,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",No Change,NA,NA,Steady,2.15,1 Mt - Less than 12 Mt,0.65,6.84,10.8,Between 5% and 15%
16032,ROW,-0.62,-2.87,4.08,0.19,-0.78,0,4.28,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,No Change,NA,NA,Steady,0.45,Less than 1 Mt,0.37,6.84,9.6,Between 5% and 15%
16054,ROW,0.55,-1.2,1.16,0.12,-0.63,0,1.83,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,No Change,NA,NA,Steady,0.05,Less than 1 Mt,-0.02,6.84,-0.4,Between -5% and  5%
16057,ROW,1.67,-1,1.25,0.17,-2.09,0,3.09,1,1,2.5% to 7.5% Change,One to One,"Forest Gained, Grassland Lost",No Change,NA,NA,Steady,0.09,Less than 1 Mt,0.03,6.84,0.8,Between -5% and  5%
16062,ROW,-0.79,-1.73,2.79,0.22,-0.42,-0.08,3.02,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,No Change,NA,NA,Steady,0.09,Less than 1 Mt,0.12,6.84,3,Between -5% and  5%
17089,XAS,0.48,-1.61,7.47,0.08,-2.8,-3.62,8.03,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,SG20,Decrease,9.49,1 Mt - Less than 12 Mt,6.28,238.34,2.5,Between -5% and  5%
17107,XAS,-1.05,-1.46,12.81,0.05,-0.92,-9.43,12.86,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,FAO,SG17,Steady,5.19,1 Mt - Less than 12 Mt,-0.98,238.34,-0.5,Between -5% and  5%
17110,XAS,-3.79,-1.45,9.72,0.14,-3.59,-1.03,9.86,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,SG17,HWSD,Decrease,83.29,Greater than 50 Mt,205.30,238.34,87.1,Greater than 50%
17113,XAS,-6.58,-2.25,10.67,0.07,-1.62,-0.29,10.74,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,No Change,NA,NA,Steady,0.85,Less than 1 Mt,-0.02,238.34,0,Between -5% and  5%
17116,XAS,-23.27,-0.07,24.22,0.01,-0.9,0,24.24,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,FAO,Trough,1.72,1 Mt - Less than 12 Mt,1.07,238.34,0.4,Between -5% and  5%
17117,XAS,-9.39,-1.87,16.76,0.09,-4.86,-0.73,16.85,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,FAO,Complex,8.25,1 Mt - Less than 12 Mt,-0.28,238.34,-0.2,Between -5% and  5%
17118,XAS,-5.14,-1.76,10.03,0.14,-3.28,0,10.17,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,FAO,StepDown,2.53,1 Mt - Less than 12 Mt,0.81,238.34,0.3,Between -5% and  5%
17120,XAS,-3.17,-2.26,13.21,0.07,-7.72,-0.13,13.28,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,HWSD,StepDown,3.53,1 Mt - Less than 12 Mt,1.87,238.34,0.8,Between -5% and  5%
17122,XAS,-2.79,-2.31,13.29,0.08,-8.21,-0.05,13.36,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,SG17,SG20,Decrease,2.69,1 Mt - Less than 12 Mt,5.45,238.34,2.3,Between -5% and  5%
17123,XAS,-4.48,-2.04,16.68,0.06,-9.42,-0.8,16.74,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,FAO,Complex,20.60,12 Mt - Less than 25 Mt,4.49,238.34,1.7,Between -5% and  5%
17128,XAS,-1.58,-2.57,15.15,0.12,-11.03,-0.09,15.28,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,SG17,SG20,Decrease,1.15,1 Mt - Less than 12 Mt,1.62,238.34,0.7,Between -5% and  5%
17129,XAS,-5.88,-1.35,15.94,0.18,-8.48,-0.4,16.12,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,HWSD,SG17,Decrease,0.88,Less than 1 Mt,3.61,238.34,1.5,Between -5% and  5%
17137,XAS,-0.73,-0.3,4.03,0.06,-3.06,0,4.09,1,1,2.5% to 7.5% Change,One to One,Cropland from Grassland,All Emissions,SG17,FAO,Decrease,0.22,Less than 1 Mt,1.95,238.34,0.8,Between -5% and  5%
17140,XAS,-4.89,-1.57,12.53,0.08,-2.59,-3.56,12.61,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,HWSD,Complex,22.13,12 Mt - Less than 25 Mt,-1.37,238.34,-0.7,Between -5% and  5%
17141,XAS,5.37,0,-0.24,0,-5.13,0,5.37,1,1,2.5% to 7.5% Change,One to One,"Forest Gained, Grassland Lost",No Change,NA,NA,Steady,0.02,Less than 1 Mt,0.02,238.34,0,Between -5% and  5%
17145,XAS,-2.25,-2.25,13.74,0.17,-2.05,-7.37,13.91,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,HWSD,Increase,4.53,1 Mt - Less than 12 Mt,-0.12,238.34,-0.1,Between -5% and  5%
17147,XAS,-4.75,-2.57,14.83,0.03,-3.01,-4.54,14.86,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,Houghton,FAO,Complex,6.87,1 Mt - Less than 12 Mt,1.06,238.34,0.4,Between -5% and  5%
17153,XAS,-8.78,-2.06,15.02,0.13,-3.35,-0.96,15.14,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,HWSD,Decrease,7.66,1 Mt - Less than 12 Mt,1.78,238.34,0.6,Between -5% and  5%
17155,XAS,-8.15,-1.61,16.29,0.17,-3.71,-2.99,16.45,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,SG17,HWSD,Steady,4.71,1 Mt - Less than 12 Mt,1.57,238.34,0.7,Between -5% and  5%
17235,XAS,-5.41,-2.21,13.36,0.03,-5.73,-0.04,13.39,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,HWSD,Decrease,3.27,1 Mt - Less than 12 Mt,4.23,238.34,1.7,Between -5% and  5%
18158,XAS,-4.47,-0.08,5.86,0.01,-1.33,0,5.87,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,Decrease,4.91,1 Mt - Less than 12 Mt,6.08,477.92,1.2,Between -5% and  5%
18159,XAS,-3.63,-0.08,4.56,0.05,-0.9,0,4.61,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,No Change,NA,NA,Steady,0.39,Less than 1 Mt,0.34,477.92,0.1,Between -5% and  5%
18163,XAS,-8.13,-1.25,11.03,0.05,-1.7,0,11.09,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,FAO,Houghton,Decrease,109.17,Greater than 50 Mt,299.74,477.92,63.5,Greater than 50%
18164,XAS,-4.47,-0.16,5.82,0.04,-1.23,0,5.86,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,FAO,HWSD,Decrease,24.45,12 Mt - Less than 25 Mt,11.94,477.92,2.4,Between -5% and  5%
18165,XAS,-8.66,-0.75,9.62,0.01,-0.22,0,9.63,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,Houghton,Increase,131.84,Greater than 50 Mt,110.76,477.92,22.8,Between 15% and 50%
18167,XAS,-3.33,-0.05,4.96,0.01,-1.59,0,4.96,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,FAO,Houghton,Decrease,51.90,Greater than 50 Mt,40.42,477.92,8.2,Between 5% and 15%
18175,XAS,-6.59,-2.05,9.44,0.37,-1.18,0,9.82,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,SG20,Decrease,9.15,1 Mt - Less than 12 Mt,7.19,477.92,1.5,Between -5% and  5%
18178,XAS,-14.8,-0.02,18.6,0,-3.78,0,18.6,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,FAO,HWSD,Decrease,1.64,1 Mt - Less than 12 Mt,0.81,477.92,0.2,Between -5% and  5%
18181,XAS,-13.71,-0.02,13.73,0,0,0,13.73,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,No Change,NA,NA,Steady,0.89,Less than 1 Mt,0.63,477.92,0.1,Between -5% and  5%
19051,XAS,-1.72,0,2.73,0.11,-0.67,-0.46,2.84,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,Complex,SG17,SG20,PeakSteady,19.21,12 Mt - Less than 25 Mt,6.44,6.43,100,Greater than 50%
20091,XLM,0.13,0.47,0.64,0,-1.4,0.17,1.4,0,1,Less than 2.5% Change,No Change,No Change,Complex,HWSD,FAO,Complex,2.35,1 Mt - Less than 12 Mt,0.23,20.77,1.3,Between -5% and  5%
20096,XLM,-2.21,-5.88,9.33,0.02,-0.9,-0.36,9.36,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Pasture Lost",Complex,SG17,Houghton,PeakSteady,8.05,1 Mt - Less than 12 Mt,4.96,20.77,24,Between 15% and 50%
20105,XLM,0.44,-4.03,3.95,0.06,-0.25,-0.19,4.46,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,Houghton,SG20,PeakSteady,0.99,Less than 1 Mt,1.06,20.77,5,Between 5% and 15%
20111,XLM,0.34,-0.51,0.63,0.03,-0.3,-0.18,1,0,0,Less than 2.5% Change,No Change,No Change,All Emissions,HWSD,Houghton,Decrease,2.47,1 Mt - Less than 12 Mt,3.48,20.77,17.3,Between 15% and 50%
20114,XLM,0.04,-4.24,4.85,0.02,-0.25,-0.41,4.9,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,Houghton,FAO,Decrease,0.97,Less than 1 Mt,0.92,20.77,4.3,Between -5% and  5%
20115,XLM,-1.25,-1.2,5.16,0.07,-1.37,-1.41,5.23,1,4,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,HWSD,PeakSteady,0.91,Less than 1 Mt,1.35,20.77,6.4,Between 5% and 15%
20130,XLM,0.3,-1.64,2.5,0.14,-0.11,-1.18,2.94,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Pasture and Shrubland Lost",All Emissions,Houghton,FAO,PeakSteady,0.57,Less than 1 Mt,0.63,20.77,2.9,Between -5% and  5%
20131,XLM,-1.27,-2.98,5.73,0.18,-0.54,-1.11,5.91,1,3,2.5% to 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,HWSD,SG20,PeakSteady,2.20,1 Mt - Less than 12 Mt,1.26,20.77,6,Between 5% and 15%
20132,XLM,0.24,-1.14,1.22,0.16,-0.56,0.08,1.7,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,Complex,HWSD,SG20,Increase,1.29,1 Mt - Less than 12 Mt,0.54,20.77,2.2,Between -5% and  5%
20133,XLM,0.19,-1.5,1.83,0.07,-0.56,-0.03,2.09,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,All Emissions,SG17,HWSD,PeakSteady,1.51,1 Mt - Less than 12 Mt,1.76,20.77,8.5,Between 5% and 15%
20134,XLM,0.53,-0.74,1.51,0.12,-0.96,-0.45,2.15,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,Houghton,HWSD,Increase,1.45,1 Mt - Less than 12 Mt,1.02,20.77,4.7,Between -5% and  5%
20135,XLM,-8.49,-2.6,10.86,0.23,0,0,11.09,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Pasture Lost",No Change,NA,NA,Steady,0.25,Less than 1 Mt,0.07,20.77,0.3,Between -5% and  5%
20136,XLM,0.81,-2.48,2.91,0.07,-0.84,-0.46,3.79,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,Houghton,HWSD,PeakSteady,0.94,Less than 1 Mt,1.28,20.77,6.1,Between 5% and 15%
20217,XLM,-2.12,-17.82,21.44,0.46,0.24,-2.2,22.14,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,No Change,NA,NA,Steady,0.22,Less than 1 Mt,-0.31,20.77,-1.5,Between -5% and  5%
20221,XLM,-0.12,-0.27,1.11,0.02,-1.21,0.48,1.6,1,1,Less than 2.5% Change,One to One,Cropland from Grassland,All Emissions,HWSD,SG17,Decrease,0.65,Less than 1 Mt,0.19,20.77,0.9,Between -5% and  5%
20231,XLM,0.02,-2.74,3.34,0.05,-0.17,-0.51,3.41,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,FAO,SG17,Decrease,3.79,1 Mt - Less than 12 Mt,2.32,20.77,11.5,Between 5% and 15%
21052,ROW,0.06,-0.2,2.08,0.03,-0.41,-1.56,2.17,1,1,Less than 2.5% Change,One to One,"Cropland Gained, Shrubland Lost",Complex,SG17,HWSD,Steady,1.23,1 Mt - Less than 12 Mt,-0.19,0.78,197.8,Greater than 50%
21072,ROW,0.15,-5.35,7.97,0.06,-2.41,-0.41,8.17,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",Complex,Houghton,FAO,Complex,6.55,1 Mt - Less than 12 Mt,0.08,0.78,557.1,Greater than 50%
21075,ROW,0,-2.85,7.67,0.14,-1.04,-3.92,7.81,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,FAO,StepDown,0.56,Less than 1 Mt,0.28,0.78,-217.9,Less than -40%
21082,ROW,0,-0.47,1.41,0,-0.29,-0.65,1.41,1,0,Less than 2.5% Change,No Change,No Change,All Sequestration,SG17,Houghton,Increase,7.26,1 Mt - Less than 12 Mt,0.05,0.78,-206.6,Less than -40%
21084,ROW,-0.02,-2.11,1.97,0.28,-0.18,0.06,2.31,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,Complex,SG17,FAO,Complex,10.50,1 Mt - Less than 12 Mt,-0.16,0.78,659.3,Greater than 50%
21088,ROW,0,-0.26,1.86,-0.01,-0.27,-1.32,1.86,1,1,Less than 2.5% Change,One to One,"Cropland Gained, Shrubland Lost",All Sequestration,SG17,Houghton,Increase,3.88,1 Mt - Less than 12 Mt,-0.12,0.78,-6.2,Between -5% and -40%
21090,ROW,0,-0.08,0.76,-0.27,0.03,-0.44,0.79,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.79,Less than 1 Mt,-0.03,0.78,-0.4,Between -5% and  5%
21093,ROW,0,-2.04,1.99,0.14,-0.24,0.15,2.27,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,Complex,FAO,Houghton,Steady,2.57,1 Mt - Less than 12 Mt,-0.27,0.78,-311.2,Less than -40%
21094,ROW,0,-0.57,0.53,0.01,0.01,0.03,0.57,0,0,Less than 2.5% Change,No Change,No Change,Complex,Houghton,HWSD,Increase,7.57,1 Mt - Less than 12 Mt,0.99,0.78,-467.8,Less than -40%
21095,ROW,0,-1.58,5.5,0.23,-0.55,-3.6,5.73,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Pasture and Shrubland Lost",Complex,Houghton,HWSD,Steady,0.76,Less than 1 Mt,0.09,0.78,-43.1,Less than -40%
21097,ROW,0,-0.08,0.35,-0.02,-0.13,-0.12,0.35,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.16,Less than 1 Mt,0.00,0.78,-0.7,Between -5% and  5%
21098,ROW,0,0.17,-0.04,-0.04,0,-0.08,0.17,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.05,Less than 1 Mt,-0.06,0.78,67.9,Greater than 50%
21099,ROW,0,-0.66,1.31,0.03,0.06,-0.74,1.4,1,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.33,Less than 1 Mt,0.16,0.78,-156.3,Less than -40%
21100,ROW,0,-1.8,1.2,0,0,0.6,1.8,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,No Change,NA,NA,Steady,0.04,Less than 1 Mt,0.01,0.78,0.6,Between -5% and  5%
21102,ROW,0,0,0.12,-0.03,-0.02,-0.06,0.12,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.22,Less than 1 Mt,-0.01,0.78,4,Between -5% and  5%
21104,ROW,0,0,0.08,-0.04,-0.01,-0.03,0.08,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.25,Less than 1 Mt,-0.02,0.78,23.7,Between 15% and 50%
22058,XAS,0,0.01,0,0,0,0,0.01,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.00,Less than 1 Mt,0.00,-7.93,0,Between -5% and  5%
22085,XAS,0,0.02,-0.02,0,0,0,0.02,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.01,Less than 1 Mt,0.00,-7.93,0,Between -5% and  5%
22089,XAS,-0.24,14.23,-4.71,-0.27,-0.71,-8.29,14.23,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Pasture Gained, Cropland and Shrubland Lost",All Sequestration,HWSD,Houghton,Increase,36.07,25 Mt - Less than 50 Mt,-9.85,-7.93,67.8,Greater than 50%
22097,XAS,0,13.4,-0.51,-0.05,0,-12.84,13.4,1,1,Greater than 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",No Change,NA,NA,Steady,0.51,Less than 1 Mt,0.06,-7.93,-5.7,Between -5% and -40%
22102,XAS,0,6.77,-0.17,-0.07,0,-6.54,6.77,1,1,2.5% to 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",Complex,HWSD,Houghton,Decrease,2.29,1 Mt - Less than 12 Mt,0.16,-7.93,-32.7,Between -5% and -40%
22104,XAS,0,11.22,1.68,-0.03,-0.06,-12.81,12.9,1,1,Greater than 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",Complex,Houghton,SG20,Decrease,5.37,1 Mt - Less than 12 Mt,1.23,-7.93,12.4,Between 5% and 15%
22107,XAS,0,12.09,1.12,-0.51,0,-12.7,13.21,1,1,Greater than 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",Complex,FAO,HWSD,Steady,3.14,1 Mt - Less than 12 Mt,0.46,-7.93,58.2,Greater than 50%
23001,ROW,0,0,0,-0.14,0,0.14,0.14,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.84,Less than 1 Mt,-0.05,29.84,0.1,Between -5% and  5%
23003,ROW,0.19,7.65E-07,0,-0.1,-0.21,0.11,0.31,0,0,Less than 2.5% Change,No Change,No Change,Complex,Houghton,SG17,Complex,18.96,12 Mt - Less than 25 Mt,-1.25,29.84,-9.9,Between -5% and -40%
23004,ROW,0.19,0,0.02,-0.1,-0.12,0.02,0.22,0,0,Less than 2.5% Change,No Change,No Change,Complex,Houghton,HWSD,Complex,54.55,Greater than 50 Mt,-4.37,29.84,-32.1,Between -5% and -40%
